id,exame,ano,questao,titulo,area_primaria,area_secundaria,raciocinio_primario,raciocinio_secundario,categoria,subcategoria,dominio,fonte,tipo_exame,bloom
euf-2014-2-q03,EUF 2014-2,2014,03,Radiação de corpo negro,Física Moderna,Radiação de Corpo Negro,R070 (Limite-Assintotico),R071 (Dualidade-Transformacao),Termodinâmica Quântica,Lei de Planck,"Radiação de corpo negro: limites assintóticos hν≪kT, transformação ν→λ, lei de Stefan-Boltzmann",,EUF,Analisar
euf-2014-2-q04,EUF 2014-2,2014,04,Colisão relativística inelástica,Física Moderna,Relatividade Restrita,R071 (Dualidade-Transformacao),R065 (Simetria-Conservacao),Cinemática Relativística,Colisões Inelásticas,"Colisão inelástica relativística: transformação de Lorentz, conservação de 4-momento, perda de energia",,EUF,Aplicar
euf-2014-2-q05,EUF 2014-2,2014,05,Equação de estado e energia molar,Termodinâmica,Equações de Estado,R008 (Deducao-Formal-Passo-a-Passo),R066 (Dimensional-Analitico),Potenciais Termodinâmicos,Energia Interna,"Equação de estado e energia molar: derivadas parciais, identidade (∂u/∂v)_T = T(∂p/∂T)_v - p, expansão livre",,EUF,Analisar
euf-2014-2-q06,EUF 2014-2,2014,06,Pêndulo com suporte móvel,Mecânica Clássica,Lagrangiana,R069 (Variacional-Principio),R054 (Otimizacao-Restrita),Oscilações,Pêndulo Forçado,"Pêndulo com suporte móvel: Lagrangiana, Euler-Lagrange, oscilações forçadas, frequência de ressonância",,EUF,Aplicar
euf-2014-2-q07,EUF 2014-2,2014,07,Átomo de trítio e decaimento beta,Mecânica Clássica,Força Central,R065 (Simetria-Conservacao),R069 (Variacional-Principio),Leis de Conservação,Órbita Kepleriana,"Átomo de trítio e decaimento beta: força central, conservação de energia/momento angular, transição de órbita",,EUF,Aplicar
euf-2014-2-q08,EUF 2014-2,2014,08,Hamiltoniano da molécula de amônia,Mecânica Quântica,Postulados,R109 (Espectral-Operadores),R008 (Deducao-Formal-Passo-a-Passo),Álgebra Linear,Autovalores e Autovetores,"Hamiltoniano da amônia: diagonalização 2×2, autovalores, probabilidade de transição, regra de Born",,EUF,Aplicar
euf-2014-2-q09,EUF 2014-2,2014,09,Oscilador harmônico 3D,Mecânica Quântica,Potenciais Exatos,R010 (Decomposicao-Modular),R109 (Espectral-Operadores),Oscilador Harmônico,3D Isotrópico,"Oscilador harmônico 3D: separação de variáveis, equação radial, espectro, degenerescência",,EUF,Analisar
euf-2014-2-q10,EUF 2014-2,2014,10,Gás ideal clássico canônico,Mecânica Estatística,Ensemble Canônico,R069 (Variacional-Principio),R070 (Limite-Assintotico),Gás Ideal,Função de Partição,"Gás ideal clássico canônico: Hamiltoniana, integral de fase, função de partição, limite termodinâmico",,EUF,Aplicar
euf-2015-1-q01,EUF 2015/1,2015/1,01,Esfera condutora aterrada em campo de carga pontual,Eletromagnetismo,,R071 (Dualidade-Transformacao),R065 (Simetria-Conservacao),,,Esfera condutora aterrada em campo de carga pontual: método das imagens,,EUF,
euf-2015-1-q02,EUF 2015/1,2015/1,02,Radiação de corpo negro e constante de Planck,Física Moderna,,R183 (Mecanica-Quantica-Particulas),R066 (Dimensional-Analitico),,,Radiação de corpo negro e constante de Planck,,EUF,
euf-2015-1-q03,EUF 2015/1,2015/1,03,Gás ideal,Termodinâmica,,R117 (Monte-Carlo-MCMC),R065 (Simetria-Conservacao),,,"Gás ideal: ciclo termodinâmico com transformações isobárica, isovolumétrica e isotérmica",,EUF,
euf-2015-1-q04,EUF 2015/1,2015/1,04,Corrente de deslocamento em capacitor de placas paralelas co,Eletromagnetismo,,R071 (Dualidade-Transformacao),R065 (Simetria-Conservacao),,,Corrente de deslocamento em capacitor de placas paralelas com dielétrico,,EUF,
euf-2015-1-q05,EUF 2015/1,2015/1,05,"Decaimento beta, neutrino e momento angular do nêutron",Física Moderna,,R183 (Mecanica-Quantica-Particulas),R065 (Simetria-Conservacao),,,"Decaimento beta, neutrino e momento angular do nêutron",,EUF,
euf-2015-1-q06,EUF 2015/1,2015/1,06,Partícula em campo de força central,Mecânica Clássica,,R069 (Variacional-Principio),R072 (Estabilidade-Lyapunov),,,"Partícula em campo de força central: energia potencial efetiva, órbitas, pequenas oscilações",,EUF,
euf-2015-1-q07,EUF 2015/1,2015/1,07,Pêndulo simples,Mecânica Clássica,,R069 (Variacional-Principio),R067 (Perturbativo),,,"Pêndulo simples: Lagrangiana, equação de movimento, frequência, amortecimento",,EUF,
euf-2015-1-q08,EUF 2015/1,2015/1,08,Partícula em poço de potencial infinito 1D,Mecânica Quântica,,R183 (Mecanica-Quantica-Particulas),R201 (Superposicao-Quantica),,,Partícula em poço de potencial infinito 1D: autoestados e evolução temporal,,EUF,
euf-2015-1-q09,EUF 2015/1,2015/1,09,Spin 1/2,Mecânica Quântica,,R229 (Homotopia-Fundamental),R183 (Mecanica-Quantica-Particulas),,,Spin 1/2: valor esperado e probabilidades em direção arbitrária,,EUF,
euf-2015-1-q10,EUF 2015/1,2015/1,10,Osciladores harmônicos clássicos 3D,Mecânica Estatística,,R117 (Monte-Carlo-MCMC),R114 (Probabilidade-Bayesiana),,,"Osciladores harmônicos clássicos 3D: função partição canônica, energia e capacidade térmica",,EUF,
euf-2015-2-q01,EUF 2015/2,2015/2,01,Potencial escalar e vetor de uma espira de corrente e torque,Eletromagnetismo,,R071 (Dualidade-Transformacao),R229 (Homotopia-Fundamental),,,Potencial escalar e vetor de uma espira de corrente e torque magnético,,EUF,
euf-2015-2-q02,EUF 2015/2,2015/2,02,Decaimento do méson K⁰ em dois píons,Física Moderna,,R065 (Simetria-Conservacao),R183 (Mecanica-Quantica-Particulas),,,Decaimento do méson K⁰ em dois píons: cinemática relativística,,EUF,
euf-2015-2-q03,EUF 2015/2,2015/2,03,Gás ideal,Termodinâmica,,R117 (Monte-Carlo-MCMC),R065 (Simetria-Conservacao),,,Gás ideal: potência de máquina térmica entre reservatórios,,EUF,
euf-2015-2-q04,EUF 2015/2,2015/2,04,Propagação de onda eletromagnética em guia de onda retangula,Eletromagnetismo,,R071 (Dualidade-Transformacao),R067 (Perturbativo),,,Propagação de onda eletromagnética em guia de onda retangular,,EUF,
euf-2015-2-q05,EUF 2015/2,2015/2,05,Raios X,Física Moderna,,R183 (Mecanica-Quantica-Particulas),R229 (Homotopia-Fundamental),,,"Raios X: emissão, atenuação e difração em cristal",,EUF,
euf-2015-2-q06,EUF 2015/2,2015/2,06,Massa oscilando em aro circular com mola,Mecânica Clássica,,R069 (Variacional-Principio),R072 (Estabilidade-Lyapunov),,,Massa oscilando em aro circular com mola: Lagrangiana e estabilidade,,EUF,
euf-2015-2-q07,EUF 2015/2,2015/2,07,Lançamento de projétil com arrasto viscoso,Mecânica Clássica,,R011 (Inducao-Estrutural),R070 (Limite-Assintotico),,,Lançamento de projétil com arrasto viscoso,,EUF,
euf-2015-2-q08,EUF 2015/2,2015/2,08,Oscilador harmônico quântico 1D,Mecânica Quântica,,R183 (Mecanica-Quantica-Particulas),R201 (Superposicao-Quantica),,,"Oscilador harmônico quântico 1D: autoestados,⟨x⟩, evolução e pacote de onda",,EUF,
euf-2015-2-q09,EUF 2015/2,2015/2,09,Sistema de dois spins 1/2,Mecânica Quântica,,R202 (Emaranhamento-Quantico),R229 (Homotopia-Fundamental),,,Sistema de dois spins 1/2: estados emaranhados e medições em bases diferentes,,EUF,
euf-2015-2-q10,EUF 2015/2,2015/2,10,Sistema de dois níveis (N moléculas distinguíveis),Mecânica Estatística,,R117 (Monte-Carlo-MCMC),R073 (Caos-Deterministico),,,Sistema de dois níveis (N moléculas distinguíveis): entropia e energia,,EUF,
euf-2016-1-q01,EUF 2016/1,2016/1,01,Vetor de Hertz,Eletromagnetismo,,R071 (Dualidade-Transformacao),R065 (Simetria-Conservacao),,,Vetor de Hertz: calibre de Lorentz e equação de onda para polarização,,EUF,
euf-2016-1-q02,EUF 2016/1,2016/1,02,Disco vazado com densidade de carga σ(r) = σ₀/r,Eletromagnetismo,,R071 (Dualidade-Transformacao),R229 (Homotopia-Fundamental),,,"Disco vazado com densidade de carga σ(r) = σ₀/r: campos elétrico, corrente e magnético",,EUF,
euf-2016-1-q03,EUF 2016/1,2016/1,03,Decaimento do píon π⁺ → μ⁺ + νμ,Física Moderna,,R065 (Simetria-Conservacao),R183 (Mecanica-Quantica-Particulas),,,Decaimento do píon π⁺ → μ⁺ + νμ: cinemática relativística e distância média de decaimento,,EUF,
euf-2016-1-q04,EUF 2016/1,2016/1,04,Quantização de Bohr-Sommerfeld,Física Moderna,,R183 (Mecanica-Quantica-Particulas),R117 (Monte-Carlo-MCMC),,,Quantização de Bohr-Sommerfeld: oscilador harmônico e ensemble térmico,,EUF,
euf-2016-1-q05,EUF 2016/1,2016/1,05,Máquina de Carnot com paramagneto ideal (lei de Curie),Termodinâmica,,R117 (Monte-Carlo-MCMC),R073 (Caos-Deterministico),,,Máquina de Carnot com paramagneto ideal (lei de Curie),,EUF,
euf-2016-1-q06,EUF 2016/1,2016/1,06,Disco com densidades de massa diferentes,Mecânica Clássica,,R229 (Homotopia-Fundamental),R069 (Variacional-Principio),,,"Disco com densidades de massa diferentes: momento de inércia, centro de massa, rolamento",,EUF,
euf-2016-1-q07,EUF 2016/1,2016/1,07,Força central modificada (r⁻² + r⁻³),Mecânica Clássica,,R069 (Variacional-Principio),R072 (Estabilidade-Lyapunov),,,"Força central modificada (r⁻² + r⁻³): órbita circular, estabilidade e oscilações",,EUF,
euf-2016-1-q08,EUF 2016/1,2016/1,08,Dois spins 1/2,Mecânica Quântica,,R202 (Emaranhamento-Quantico),R229 (Homotopia-Fundamental),,,"Dois spins 1/2: estados emaranhados, valor esperado e autoestados de spin total",,EUF,
euf-2016-1-q09,EUF 2016/1,2016/1,09,Oscilador harmônico quântico,Mecânica Quântica,,R201 (Superposicao-Quantica),R183 (Mecanica-Quantica-Particulas),,,"Oscilador harmônico quântico: estado coerente, evolução temporal e sobreposição",,EUF,
euf-2016-1-q10,EUF 2016/1,2016/1,10,Sistema de N spins 1/2 em campo magnético,Mecânica Estatística,,R117 (Monte-Carlo-MCMC),R073 (Caos-Deterministico),,,"Sistema de N spins 1/2 em campo magnético: hamiltoniana, função partição e magnetização",,EUF,
